"图解标题：20939319"
"#","日期 时间, GMT+08:00","温度, °C (LGR S/N: 20939319, SEN S/N: 20939319)","RH, % (LGR S/N: 20939319, SEN S/N: 20939319)","已连接主机 (LGR S/N: 20939319)","文件结尾 (LGR S/N: 20939319)"
491,08/31/21 上午02时45分57秒,26.676,58.884,,
492,08/31/21 上午02时46分57秒,26.676,58.884,,
493,08/31/21 上午02时47分57秒,26.676,58.884,,
494,08/31/21 上午02时48分57秒,26.676,58.901,,
495,08/31/21 上午02时49分57秒,26.676,58.935,,
496,08/31/21 上午02时50分57秒,26.676,58.953,,
497,08/31/21 上午02时51分57秒,26.676,58.953,,
498,08/31/21 上午02时52分57秒,26.676,58.953,,
499,08/31/21 上午02时53分57秒,26.676,58.970,,
500,08/31/21 上午02时54分57秒,26.676,58.970,,
501,08/31/21 上午02时55分57秒,26.676,58.987,,
502,08/31/21 上午02时56分57秒,26.676,58.987,,
503,08/31/21 上午02时57分57秒,26.676,59.022,,
504,08/31/21 上午02时58分57秒,26.676,59.039,,
505,08/31/21 上午02时59分57秒,26.676,59.057,,
506,08/31/21 上午03时00分57秒,26.676,59.074,,
507,08/31/21 上午03时01分57秒,26.676,59.091,,
508,08/31/21 上午03时02分57秒,26.676,59.109,,
509,08/31/21 上午03时03分57秒,26.676,59.109,,
510,08/31/21 上午03时04分57秒,26.676,59.126,,
511,08/31/21 上午03时05分57秒,26.676,59.126,,
512,08/31/21 上午03时06分57秒,26.676,59.144,,
513,08/31/21 上午03时07分57秒,26.676,59.161,,
514,08/31/21 上午03时08分57秒,26.676,59.144,,
515,08/31/21 上午03时09分57秒,26.676,59.144,,
516,08/31/21 上午03时10分57秒,26.676,59.161,,
517,08/31/21 上午03时11分57秒,26.676,59.179,,
518,08/31/21 上午03时12分57秒,26.676,59.214,,
519,08/31/21 上午03时13分57秒,26.676,59.231,,
520,08/31/21 上午03时14分57秒,26.676,59.249,,
521,08/31/21 上午03时15分57秒,26.676,59.267,,
522,08/31/21 上午03时16分57秒,26.676,59.302,,
523,08/31/21 上午03时17分57秒,26.701,59.296,,
524,08/31/21 上午03时18分57秒,26.676,59.320,,
525,08/31/21 上午03时19分57秒,26.676,59.337,,
526,08/31/21 上午03时20分57秒,26.701,59.332,,
527,08/31/21 上午03时21分57秒,26.676,59.373,,
528,08/31/21 上午03时22分57秒,26.701,59.367,,
529,08/31/21 上午03时23分57秒,26.676,59.391,,
530,08/31/21 上午03时24分57秒,26.676,59.391,,
531,08/31/21 上午03时25分57秒,26.676,59.426,,
532,08/31/21 上午03时26分57秒,26.701,59.457,,
533,08/31/21 上午03时27分57秒,26.676,59.480,,
534,08/31/21 上午03时28分57秒,26.701,59.510,,
535,08/31/21 上午03时29分57秒,26.676,59.534,,
536,08/31/21 上午03时30分57秒,26.701,59.510,,
537,08/31/21 上午03时31分57秒,26.701,59.528,,
538,08/31/21 上午03时32分57秒,26.701,59.546,,
539,08/31/21 上午03时33分57秒,26.676,59.552,,
540,08/31/21 上午03时34分57秒,26.701,59.582,,
541,08/31/21 上午03时35分57秒,26.701,59.601,,
542,08/31/21 上午03时36分57秒,26.701,59.655,,
543,08/31/21 上午03时37分57秒,26.701,59.655,,
544,08/31/21 上午03时38分57秒,26.701,59.655,,
545,08/31/21 上午03时39分57秒,26.701,59.673,,
546,08/31/21 上午03时40分57秒,26.701,59.709,,
547,08/31/21 上午03时41分57秒,26.701,59.746,,
548,08/31/21 上午03时42分57秒,26.701,59.746,,
549,08/31/21 上午03时43分57秒,26.701,59.746,,
550,08/31/21 上午03时44分57秒,26.701,59.764,,
551,08/31/21 上午03时45分57秒,26.701,59.801,,
552,08/31/21 上午03时46分57秒,26.701,59.819,,
553,08/31/21 上午03时47分57秒,26.701,59.819,,
554,08/31/21 上午03时48分57秒,26.701,59.856,,
555,08/31/21 上午03时49分57秒,26.701,59.875,,
556,08/31/21 上午03时50分57秒,26.701,59.911,,
557,08/31/21 上午03时51分57秒,26.701,59.911,,
558,08/31/21 上午03时52分57秒,26.701,59.930,,
559,08/31/21 上午03时53分57秒,26.701,59.949,,
560,08/31/21 上午03时54分57秒,26.701,59.949,,
561,08/31/21 上午03时55分57秒,26.701,59.967,,
562,08/31/21 上午03时56分57秒,26.701,60.023,,
563,08/31/21 上午03时57分57秒,26.701,60.042,,
564,08/31/21 上午03时58分57秒,26.701,60.060,,
565,08/31/21 上午03时59分57秒,26.701,60.079,,
566,08/31/21 上午04时00分57秒,26.701,60.098,,
567,08/31/21 上午04时01分57秒,26.701,60.116,,
568,08/31/21 上午04时02分57秒,26.701,60.135,,
569,08/31/21 上午04时03分57秒,26.701,60.154,,
570,08/31/21 上午04时04分57秒,26.701,60.173,,
571,08/31/21 上午04时05分57秒,26.701,60.211,,
572,08/31/21 上午04时06分57秒,26.701,60.211,,
573,08/31/21 上午04时07分57秒,26.701,60.211,,
574,08/31/21 上午04时08分57秒,26.701,60.211,,
575,08/31/21 上午04时09分57秒,26.701,60.211,,
576,08/31/21 上午04时10分57秒,26.701,60.230,,
577,08/31/21 上午04时11分57秒,26.701,60.249,,
578,08/31/21 上午04时12分57秒,26.701,60.230,,
579,08/31/21 上午04时13分57秒,26.701,60.268,,
580,08/31/21 上午04时14分57秒,26.701,60.287,,
581,08/31/21 上午04时15分57秒,26.701,60.325,,
582,08/31/21 上午04时16分57秒,26.701,60.325,,
583,08/31/21 上午04时17分57秒,26.701,60.344,,
584,08/31/21 上午04时18分57秒,26.725,60.357,,
585,08/31/21 上午04时19分57秒,26.701,60.382,,
586,08/31/21 上午04时20分57秒,26.701,60.401,,
587,08/31/21 上午04时21分57秒,26.701,60.459,,
588,08/31/21 上午04时22分57秒,26.701,60.497,,
589,08/31/21 上午04时23分57秒,26.701,60.497,,
590,08/31/21 上午04时24分57秒,26.701,60.517,,
591,08/31/21 上午04时25分57秒,26.701,60.536,,
592,08/31/21 上午04时26分57秒,26.701,60.555,,
593,08/31/21 上午04时27分57秒,26.725,60.569,,
594,08/31/21 上午04时28分57秒,26.701,60.633,,
595,08/31/21 上午04时29分57秒,26.701,60.770,,
596,08/31/21 上午04时30分57秒,26.701,60.849,,
597,08/31/21 上午04时31分57秒,26.725,60.864,,
598,08/31/21 上午04时32分57秒,26.701,60.909,,
599,08/31/21 上午04时33分57秒,26.725,60.904,,
600,08/31/21 上午04时34分57秒,26.725,60.904,,
601,08/31/21 上午04时35分57秒,26.701,60.929,,
602,08/31/21 上午04时36分57秒,26.725,60.923,,
603,08/31/21 上午04时37分57秒,26.701,60.969,,
604,08/31/21 上午04时38分57秒,26.725,61.003,,
605,08/31/21 上午04时39分57秒,26.725,61.084,,
606,08/31/21 上午04时40分57秒,26.725,61.124,,
607,08/31/21 上午04时41分57秒,26.725,61.185,,
608,08/31/21 上午04时42分57秒,26.725,61.246,,
609,08/31/21 上午04时43分57秒,26.725,61.267,,
610,08/31/21 上午04时44分57秒,26.701,61.251,,
611,08/31/21 上午04时45分57秒,26.725,61.287,,
612,08/31/21 上午04时46分57秒,26.725,61.308,,
613,08/31/21 上午04时47分57秒,26.725,61.349,,
614,08/31/21 上午04时48分57秒,26.725,61.390,,
615,08/31/21 上午04时49分57秒,26.725,61.410,,
616,08/31/21 上午04时50分57秒,26.725,61.410,,
617,08/31/21 上午04时51分57秒,26.725,61.410,,
618,08/31/21 上午04时52分57秒,26.725,61.473,,
619,08/31/21 上午04时53分57秒,26.725,61.493,,
620,08/31/21 上午04时54分57秒,26.701,61.519,,
621,08/31/21 上午04时55分57秒,26.725,61.556,,
622,08/31/21 上午04时56分57秒,26.725,61.556,,
623,08/31/21 上午04时57分57秒,26.725,61.556,,
624,08/31/21 上午04时58分57秒,26.725,61.577,,
625,08/31/21 上午04时59分57秒,26.725,61.598,,
626,08/31/21 上午05时00分57秒,26.725,61.640,,
627,08/31/21 上午05时01分57秒,26.725,61.640,,
628,08/31/21 上午05时02分57秒,26.725,61.661,,
629,08/31/21 上午05时03分57秒,26.725,61.682,,
630,08/31/21 上午05时04分57秒,26.725,61.703,,
631,08/31/21 上午05时05分57秒,26.725,61.724,,
632,08/31/21 上午05时06分57秒,26.725,61.703,,
633,08/31/21 上午05时07分57秒,26.725,61.703,,
634,08/31/21 上午05时08分57秒,26.725,61.724,,
635,08/31/21 上午05时09分57秒,26.725,61.745,,
636,08/31/21 上午05时10分57秒,26.725,61.766,,
637,08/31/21 上午05时11分57秒,26.725,61.809,,
638,08/31/21 上午05时12分57秒,26.725,61.809,,
639,08/31/21 上午05时13分57秒,26.725,61.852,,
640,08/31/21 上午05时14分57秒,26.725,61.959,,
641,08/31/21 上午05时15分57秒,26.725,62.045,,
642,08/31/21 上午05时16分57秒,26.725,62.045,,
643,08/31/21 上午05时17分57秒,26.725,62.045,,
644,08/31/21 上午05时18分57秒,26.725,62.045,,
645,08/31/21 上午05时19分57秒,26.725,62.023,,
646,08/31/21 上午05时20分57秒,26.725,62.002,,
647,08/31/21 上午05时21分57秒,26.725,62.002,,
648,08/31/21 上午05时22分57秒,26.725,62.002,,
649,08/31/21 上午05时23分57秒,26.725,62.002,,
650,08/31/21 上午05时24分57秒,26.725,62.023,,
651,08/31/21 上午05时25分57秒,26.725,62.045,,
652,08/31/21 上午05时26分57秒,26.725,62.067,,
653,08/31/21 上午05时27分57秒,26.725,62.023,,
654,08/31/21 上午05时28分57秒,26.725,62.023,,
655,08/31/21 上午05时29分57秒,26.725,62.088,,
656,08/31/21 上午05时30分57秒,26.725,62.154,,
657,08/31/21 上午05时31分57秒,26.725,62.154,,
658,08/31/21 上午05时32分57秒,26.725,62.110,,
659,08/31/21 上午05时33分57秒,26.701,62.137,,
660,08/31/21 上午05时34分57秒,26.725,62.176,,
661,08/31/21 上午05时35分57秒,26.725,62.198,,
662,08/31/21 上午05时36分57秒,26.725,62.219,,
663,08/31/21 上午05时37分57秒,26.725,62.263,,
664,08/31/21 上午05时38分57秒,26.725,62.285,,
665,08/31/21 上午05时39分57秒,26.725,62.285,,
666,08/31/21 上午05时40分57秒,26.725,62.307,,
667,08/31/21 上午05时41分57秒,26.725,62.307,,
668,08/31/21 上午05时42分57秒,26.725,62.285,,
669,08/31/21 上午05时43分57秒,26.725,62.263,,
670,08/31/21 上午05时44分57秒,26.725,62.263,,
671,08/31/21 上午05时45分57秒,26.725,62.307,,
672,08/31/21 上午05时46分57秒,26.725,62.441,,
673,08/31/21 上午05时47分57秒,26.725,62.734,,
674,08/31/21 上午05时48分57秒,26.725,62.941,,
675,08/31/21 上午05时49分57秒,26.725,63.151,,
676,08/31/21 上午05时50分57秒,26.725,63.293,,
677,08/31/21 上午05时51分57秒,26.725,63.340,,
678,08/31/21 上午05时52分57秒,26.725,63.364,,
679,08/31/21 上午05时53分57秒,26.725,63.364,,
680,08/31/21 上午05时54分57秒,26.725,63.388,,
681,08/31/21 上午05时55分57秒,26.725,63.388,,
682,08/31/21 上午05时56分57秒,26.725,63.412,,
683,08/31/21 上午05时57分57秒,26.725,63.436,,
684,08/31/21 上午05时58分57秒,26.725,63.484,,
685,08/31/21 上午05时59分57秒,26.725,63.484,,
686,08/31/21 上午06时00分57秒,26.725,63.508,,
687,08/31/21 上午06时01分57秒,26.725,63.484,,
688,08/31/21 上午06时02分57秒,26.725,63.412,,
689,08/31/21 上午06时03分57秒,26.725,63.317,,
690,08/31/21 上午06时04分57秒,26.725,63.293,,
691,08/31/21 上午06时05分57秒,26.725,63.317,,
692,08/31/21 上午06时06分57秒,26.725,63.412,,
693,08/31/21 上午06时07分57秒,26.725,63.508,,
694,08/31/21 上午06时08分57秒,26.725,63.581,,
695,08/31/21 上午06时09分57秒,26.725,63.557,,
696,08/31/21 上午06时10分57秒,26.725,63.557,,
697,08/31/21 上午06时11分57秒,26.725,63.484,,
698,08/31/21 上午06时12分57秒,26.725,63.340,,
699,08/31/21 上午06时13分57秒,26.725,63.222,,
700,08/31/21 上午06时14分57秒,26.725,63.127,,
701,08/31/21 上午06时15分57秒,26.725,63.080,,
702,08/31/21 上午06时16分57秒,26.725,63.034,,
703,08/31/21 上午06时17分57秒,26.725,63.010,,
704,08/31/21 上午06时18分57秒,26.725,62.941,,
705,08/31/21 上午06时19分57秒,26.725,62.848,,
706,08/31/21 上午06时20分57秒,26.725,62.825,,
707,08/31/21 上午06时21分57秒,26.725,62.825,,
708,08/31/21 上午06时22分57秒,26.725,62.825,,
709,08/31/21 上午06时23分57秒,26.725,62.802,,
710,08/31/21 上午06时24分57秒,26.725,62.848,,
711,08/31/21 上午06时25分57秒,26.725,62.941,,
712,08/31/21 上午06时26分57秒,26.725,62.987,,
713,08/31/21 上午06时27分57秒,26.725,63.010,,
714,08/31/21 上午06时28分57秒,26.725,63.034,,
715,08/31/21 上午06时29分57秒,26.725,63.034,,
716,08/31/21 上午06时30分57秒,26.725,63.057,,
717,08/31/21 上午06时31分57秒,26.725,63.080,,
718,08/31/21 上午06时32分57秒,26.725,63.080,,
719,08/31/21 上午06时33分57秒,26.701,63.109,,
720,08/31/21 上午06时34分57秒,26.725,63.104,,
721,08/31/21 上午06时35分57秒,26.701,63.085,,
722,08/31/21 上午06时36分57秒,26.725,63.057,,
723,08/31/21 上午06时37分57秒,26.725,63.010,,
724,08/31/21 上午06时38分57秒,26.725,62.964,,
725,08/31/21 上午06时39分57秒,26.725,62.918,,
726,08/31/21 上午06时40分57秒,26.725,62.894,,
727,08/31/21 上午06时41分57秒,26.725,62.825,,
728,08/31/21 上午06时42分57秒,26.725,62.757,,
729,08/31/21 上午06时43分57秒,26.725,62.757,,
730,08/31/21 上午06时44分57秒,26.725,62.802,,
731,08/31/21 上午06时45分57秒,26.725,62.780,,
732,08/31/21 上午06时46分57秒,26.725,62.802,,
733,08/31/21 上午06时47分57秒,26.725,62.825,,
734,08/31/21 上午06时48分57秒,26.725,62.825,,
735,08/31/21 上午06时49分57秒,26.725,62.825,,
736,08/31/21 上午06时50分57秒,26.725,62.894,,
737,08/31/21 上午06时51分57秒,26.725,62.894,,
738,08/31/21 上午06时52分57秒,26.725,62.987,,
739,08/31/21 上午06时53分57秒,26.725,63.080,,
740,08/31/21 上午06时54分57秒,26.725,63.104,,
741,08/31/21 上午06时55分57秒,26.725,63.127,,
742,08/31/21 上午06时56分57秒,26.725,63.127,,
743,08/31/21 上午06时57分57秒,26.725,63.104,,
744,08/31/21 上午06时58分57秒,26.725,63.057,,
745,08/31/21 上午06时59分57秒,26.725,62.987,,
746,08/31/21 上午07时00分57秒,26.725,62.987,,
747,08/31/21 上午07时01分57秒,26.725,63.010,,
748,08/31/21 上午07时02分57秒,26.725,63.010,,
749,08/31/21 上午07时03分57秒,26.725,63.080,,
750,08/31/21 上午07时04分57秒,26.725,63.127,,
751,08/31/21 上午07时05分57秒,26.725,63.127,,
752,08/31/21 上午07时06分57秒,26.725,63.151,,
753,08/31/21 上午07时07分57秒,26.750,63.193,,
754,08/31/21 上午07时08分57秒,26.750,63.193,,
755,08/31/21 上午07时09分57秒,26.750,63.193,,
756,08/31/21 上午07时10分57秒,26.725,63.198,,
757,08/31/21 上午07时11分57秒,26.725,63.198,,
758,08/31/21 上午07时12分57秒,26.725,63.364,,
759,08/31/21 上午07时13分57秒,26.725,63.412,,
760,08/31/21 上午07时14分57秒,26.725,63.777,,
761,08/31/21 上午07时15分57秒,26.750,64.352,,
762,08/31/21 上午07时16分57秒,26.750,64.851,,
763,08/31/21 上午07时17分57秒,26.750,65.149,,
764,08/31/21 上午07时18分57秒,26.750,65.398,,
765,08/31/21 上午07时19分57秒,26.750,65.651,,
766,08/31/21 上午07时20分57秒,26.774,65.790,,
767,08/31/21 上午07时21分57秒,26.725,65.886,,
768,08/31/21 上午07时22分57秒,26.725,65.944,,
769,08/31/21 上午07时23分57秒,26.725,65.944,,
770,08/31/21 上午07时24分57秒,26.725,65.236,,
771,08/31/21 上午07时25分57秒,26.676,63.374,,
772,08/31/21 上午07时26分57秒,26.652,61.509,,
773,08/31/21 上午07时27分57秒,26.603,60.213,,
774,08/31/21 上午07时28分57秒,26.554,59.383,,
775,08/31/21 上午07时29分57秒,26.505,58.889,,
776,08/31/21 上午07时30分57秒,26.456,58.747,,
777,08/31/21 上午07时31分57秒,26.407,58.623,,
778,08/31/21 上午07时32分57秒,26.456,60.096,,
779,08/31/21 上午07时33分57秒,26.530,60.305,,
780,08/31/21 上午07时34分57秒,26.505,59.183,,
781,08/31/21 上午07时35分57秒,26.456,58.396,,
782,08/31/21 上午07时36分57秒,26.407,57.668,,
783,08/31/21 上午07时37分57秒,26.456,58.849,,
784,08/31/21 上午07时38分57秒,26.603,59.213,,
785,08/31/21 上午07时39分57秒,26.603,58.935,,
786,08/31/21 上午07时40分57秒,26.579,59.700,,
787,08/31/21 上午07时41分57秒,26.530,59.693,,
788,08/31/21 上午07时42分57秒,26.481,60.700,,
789,08/31/21 上午07时43分57秒,26.432,60.101,,
790,08/31/21 上午07时44分57秒,26.383,60.131,,
791,08/31/21 上午07时45分57秒,26.359,60.362,,
792,08/31/21 上午07时46分57秒,26.334,61.269,,
793,08/31/21 上午07时47分57秒,26.310,61.355,,
794,08/31/21 上午07时48分57秒,26.310,62.683,,
795,08/31/21 上午07时49分57秒,26.285,62.688,,
796,08/31/21 上午07时50分57秒,26.261,62.381,,
797,08/31/21 上午07时51分57秒,26.261,62.013,,
798,08/31/21 上午07时52分57秒,26.261,62.920,,
799,08/31/21 上午07时53分57秒,26.237,62.430,,
800,08/31/21 上午07时54分57秒,26.212,62.930,,
801,08/31/21 上午07时55分57秒,26.212,63.044,,
802,08/31/21 上午07时56分57秒,26.212,62.793,,
803,08/31/21 上午07时57分57秒,26.188,64.256,,
804,08/31/21 上午07时58分57秒,26.188,64.641,,
805,08/31/21 上午07时59分57秒,26.188,65.118,,
806,08/31/21 上午08时00分57秒,26.163,64.490,,
807,08/31/21 上午08时01分57秒,26.139,64.367,,
808,08/31/21 上午08时02分57秒,26.163,64.516,,
809,08/31/21 上午08时03分57秒,26.139,64.444,,
810,08/31/21 上午08时04分57秒,26.139,64.065,,
811,08/31/21 上午08时05分57秒,26.115,63.438,,
812,08/31/21 上午08时06分57秒,26.115,63.041,,
813,08/31/21 上午08时07分57秒,26.115,62.768,,
814,08/31/21 上午08时08分57秒,26.090,63.538,,
815,08/31/21 上午08时09分57秒,26.090,63.443,,
816,08/31/21 上午08时10分57秒,26.090,62.954,,
817,08/31/21 上午08时11分57秒,26.090,63.255,,
818,08/31/21 上午08时12分57秒,26.066,64.104,,
819,08/31/21 上午08时13分57秒,26.066,64.005,,
820,08/31/21 上午08时14分57秒,26.066,63.260,,
821,08/31/21 上午08时15分57秒,26.066,63.711,,
822,08/31/21 上午08时16分57秒,26.066,63.354,,
823,08/31/21 上午08时17分57秒,26.066,63.051,,
824,08/31/21 上午08时18分57秒,26.042,62.405,,
825,08/31/21 上午08时19分57秒,26.042,61.847,,
826,08/31/21 上午08时20分57秒,26.042,61.271,,
827,08/31/21 上午08时21分57秒,26.017,60.608,,
828,08/31/21 上午08时22分57秒,26.017,60.380,,
829,08/31/21 上午08时23分57秒,26.017,60.570,,
830,08/31/21 上午08时24分57秒,25.993,60.367,,
831,08/31/21 上午08时25分57秒,25.993,60.292,,
832,08/31/21 上午08时26分57秒,25.993,60.180,,
833,08/31/21 上午08时27分57秒,25.993,60.461,,
834,08/31/21 上午08时28分57秒,25.993,60.217,,
835,08/31/21 上午08时29分57秒,25.993,59.904,,
836,08/31/21 上午08时30分57秒,25.968,59.729,,
837,08/31/21 上午08时31分57秒,25.993,59.688,,
838,08/31/21 上午08时32分57秒,25.968,59.445,,
839,08/31/21 上午08时33分57秒,25.968,59.305,,
840,08/31/21 上午08时34分57秒,25.968,59.287,,
841,08/31/21 上午08时35分57秒,25.968,59.392,,
842,08/31/21 上午08时36分57秒,25.968,60.130,,
843,08/31/21 上午08时37分57秒,25.968,61.067,,
844,08/31/21 上午08时38分57秒,25.968,61.716,,
845,08/31/21 上午08时39分57秒,25.968,62.398,,
846,08/31/21 上午08时40分57秒,25.993,62.997,,
847,08/31/21 上午08时41分57秒,25.968,63.634,,
848,08/31/21 上午08时42分57秒,25.993,63.921,,
849,08/31/21 上午08时43分57秒,25.993,64.143,,
850,08/31/21 上午08时44分57秒,25.993,64.835,,
851,08/31/21 上午08时45分57秒,25.993,65.154,,
852,08/31/21 上午08时46分57秒,25.993,65.344,,
853,08/31/21 上午08时47分57秒,25.993,65.621,,
854,08/31/21 上午08时48分57秒,25.993,65.537,,
855,08/31/21 上午08时49分57秒,25.993,65.565,,
856,08/31/21 上午08时50分57秒,26.017,65.785,,
857,08/31/21 上午08时51分57秒,25.993,65.263,,
858,08/31/21 上午08时52分57秒,25.993,63.799,,
859,08/31/21 上午08时53分57秒,25.968,62.865,,
860,08/31/21 上午08时54分57秒,25.968,63.071,,
861,08/31/21 上午08时55分57秒,25.968,62.753,,
862,08/31/21 上午08时56分57秒,25.993,62.503,,
863,08/31/21 上午08时57分57秒,25.968,62.420,,
864,08/31/21 上午08时58分57秒,25.993,62.371,,
865,08/31/21 上午08时59分57秒,25.968,61.779,,
866,08/31/21 上午09时00分57秒,25.968,61.388,,
867,08/31/21 上午09时01分57秒,25.968,60.968,,
868,08/31/21 上午09时02分57秒,25.944,60.856,,
869,08/31/21 上午09时03分57秒,25.944,60.856,,
870,08/31/21 上午09时04分57秒,25.944,60.701,,
871,08/31/21 上午09时05分57秒,25.944,60.396,,
872,08/31/21 上午09时06分57秒,25.920,60.122,,
873,08/31/21 上午09时07分57秒,25.920,60.104,,
874,08/31/21 上午09时08分57秒,25.920,59.975,,
875,08/31/21 上午09时09分57秒,25.920,60.067,,
876,08/31/21 上午09时10分57秒,25.895,60.407,,
877,08/31/21 上午09时11分57秒,25.871,60.059,,
878,08/31/21 上午09时12分57秒,25.871,60.133,,
879,08/31/21 上午09时13分57秒,25.871,60.078,,
880,08/31/21 上午09时14分57秒,25.871,59.968,,
881,08/31/21 上午09时15分57秒,25.871,59.913,,
882,08/31/21 上午09时16分57秒,25.871,59.877,,
883,08/31/21 上午09时17分57秒,25.871,59.823,,
884,08/31/21 上午09时18分57秒,25.871,59.715,,
885,08/31/21 上午09时19分57秒,25.871,59.608,,
